,Relative Aboard,Survived
571,1,0
572,1,0
573,1,0
574,1,0
575,1,0
576,1,0
577,1,0
578,1,0
579,1,0
580,1,0
581,1,0
582,1,0
583,1,0
584,1,0
585,1,0
586,1,0
587,1,0
588,1,0
589,1,0
590,1,0
591,1,0
592,1,0
593,1,0
594,1,0
595,1,0
596,1,0
597,1,0
598,1,0
599,1,0
600,1,0
601,1,0
602,1,0
603,1,0
604,1,0
605,1,1
606,1,1
607,1,1
608,1,1
609,1,1
610,1,1
611,1,1
612,1,1
613,1,1
614,1,1
615,1,1
616,1,1
617,1,1
618,1,1
619,1,1
620,1,1
621,1,1
622,1,1
623,1,1
624,1,1
625,1,1
626,1,1
627,1,1
628,1,1
629,1,1
630,1,1
631,1,1
632,1,1
633,1,1
634,1,1
635,1,1
636,1,1
637,1,1
638,1,1
639,1,1
640,1,1
641,1,1
642,1,1
643,1,1
644,1,1
645,1,1
646,1,1
647,1,1
648,1,1
649,1,1
650,1,1
651,1,1
652,1,1
653,1,1
654,1,1
655,1,1
656,1,1
657,1,1
658,1,1
659,1,1
660,1,1
661,1,1
662,1,1
663,1,1
664,1,1
665,1,1
666,1,1
667,1,1
668,1,1
669,1,1
670,1,1
671,1,1
672,1,1
673,1,1
674,1,1
675,1,1
676,1,1
677,1,1
678,1,1
679,1,1
680,1,1
681,1,1
682,1,1
683,1,1
684,1,1
685,1,1
686,1,1
687,1,1
688,1,1
689,1,1
690,1,1
691,1,1
692,1,1
693,1,1
694,2,0
695,2,0
696,2,0
697,2,0
698,2,0
699,2,0
700,2,0
701,2,0
702,2,0
703,2,0
704,2,0
705,2,0
706,2,0
707,2,0
708,2,0
709,2,0
710,2,0
711,2,0
712,2,0
713,2,0
714,2,0
715,2,0
716,2,0
717,2,0
718,2,0
719,2,0
720,2,0
721,2,0
722,2,0
723,2,0
724,2,0
725,2,0
726,2,0
727,2,0
728,2,0
729,2,0
730,2,0
731,2,0
732,2,0
733,2,0
734,2,0
735,2,0
736,2,0
737,2,1
738,2,1
739,2,1
740,2,1
741,2,1
742,2,1
743,2,1
744,2,1
745,2,1
746,2,1
747,2,1
748,2,1
749,2,1
750,2,1
751,2,1
752,2,1
753,2,1
754,2,1
755,2,1
756,2,1
757,2,1
758,2,1
759,2,1
760,2,1
761,2,1
762,2,1
763,2,1
764,2,1
765,2,1
766,2,1
767,2,1
768,2,1
769,2,1
770,2,1
771,2,1
772,2,1
773,2,1
774,2,1
775,2,1
776,2,1
777,2,1
778,2,1
779,2,1
780,2,1
781,2,1
782,2,1
783,2,1
784,2,1
785,2,1
786,2,1
787,2,1
788,2,1
789,2,1
790,2,1
791,2,1
792,2,1
793,2,1
794,2,1
795,2,1
796,3,0
797,3,0
798,3,0
799,3,0
800,3,0
801,3,0
802,3,0
803,3,0
804,3,1
805,3,1
806,3,1
807,3,1
808,3,1
809,3,1
810,3,1
811,3,1
812,3,1
813,3,1
814,3,1
815,3,1
816,3,1
817,3,1
818,3,1
819,3,1
820,3,1
821,3,1
822,3,1
823,3,1
824,3,1
825,4,0
826,4,0
827,4,0
828,4,0
829,4,0
830,4,0
831,4,0
832,4,0
833,4,0
834,4,0
835,4,0
836,4,0
837,4,1
838,4,1
839,4,1
840,5,0
841,5,0
842,5,0
843,5,0
844,5,0
845,5,0
846,5,0
847,5,0
848,5,0
849,5,0
850,5,0
851,5,0
852,5,0
853,5,0
854,5,0
855,5,0
856,5,0
857,5,0
858,5,0
859,5,1
860,5,1
861,5,1
862,6,0
863,6,0
864,6,0
865,6,0
866,6,0
867,6,0
868,6,0
869,6,0
870,6,1
871,6,1
872,6,1
873,6,1
874,7,0
875,7,0
876,7,0
877,7,0
878,7,0
879,7,0
880,10,0
881,10,0
882,10,0
883,10,0
884,10,0
885,10,0
886,10,0
